,titles,label
29000,itchanddino I fell missed the jonny depp sponge bob again ,0
1710,revising my essay and talking to my hubby on aim ,0
8583,I'm losing followers lol ,0
4947,--mypornfamily013 01,1
9563,Brother and Sister in School uniform gets Naughty in Bed for First Time,1
22785,Reetesh most sites dont keep the old scorecards online  no clue man.,0
11169,Public big tit flashing and bj,1
484,Jap whore bred by multiple men,1
16284,"In bed with mah baby, dead tired. Church tomorrow...praise Jesus!  Night, y'all! xs",0
833,"Okay, so.. STILL NO SCHOOL!!!! ",0
1525,Russian Mature Wife Gets Fucked While Cooking By Young Guy Russian Mature Sex Russian Hot Mom Russian Mature Mom Amateur Mature Mom Real Amateur Porn Real Young Old Sex old young milf cougar,1
6249,Delighting a muff with vibrator,1
6233,Chap looks at gf drilled,1
3336,trying to check my phone bill online seems like it doesn't like me though! ,0
13089,did not jave a good night's sleep and epic-failed on my group today. Sorry guys ,0
12634,Time to get back on my paper. ,0
5284,Wanton woman Sara C's honey pot is destroyed,1
5471,Free extra small teens porn episodes,1
2353,Porn fuckfest party,1
24538,"excuse the twitters, I haven't been the one twittering them ",0
23022,piratebay  Let them go! I hate record industry,0
5466,Hawt naked nubiles sex,1
3455,"The Muppet Whatnot Workshop site is temporarily down, apparently totally sold out &quot;Working hard to get it back ASAP&quot;  Hurry up, y'all. ",0
7187,oh god. so sick of editing. not even halfway through ,0
4067,Adorable tiny teen railed,1
19302,"??  I have a weird bump on edge of my eyelid.. almost looks like start of a mole.. no wonder my eye was driving me nuts, night again",0
14882,"sinnersxjockers bien, pero cansada  lol was that right? I try xD",0
3506,Daddys little star slut Cum lover,1
23277,sun at last - decking is cleaned! Must go out &amp; plant more plants that will be slug fodder. My little baby cosmos succumbed to evil slugs ,0
20311,It's 35 degree C now ak ak :O:O. How can I survive the summer eh? - Just see the knife when needed the scissors and now vice versa huhuhu ,0
16853,thinks a final score of 128 - 129 is SO disappointing. ,0
8961,Creamied innocent Thai girl and she wasn't angry,1
10666,Young guy gets lucky with three MILFS at this bbq party,1
16601,"xjoannnx dude should i stop wearing hoodies? &amp; poorr animals get totured,i don't like it. ",0
4916,Hot Latina amateur pounded on audition,1
10509,Ste1987 Oh dear mate 2-0 down  hope the 2nd half picks up for you!,0
11017,Bikini clad teen stepsis,1
11740,Lana blond Sexy woman is fucking the man until he explodes on her,1
10256,holypotato dude I can't go back to sleep ,0
4157,"Cheating BBW Neighbor Wants Rimjob, Cock",1
20229,"My poor blog site is so cursed! Cant save any videos, and since I got an HP printer, my Lexmark photo software doesnt know me anymore ",0
25715,im so glad i didnt have my hopes up. maybe later or tmr at the latest ,0
2197,is with the flu... ,0
22800,"Uh oh, flight's cancelled. Now on hold with Continental - wait time = 15 -20 min. ",0
12874,Philippines Rice Farmer Rents Anus And Little Bottom,1
3996,what to do ,0
2216,Versione free - Dottoressa porca si scopa il paziente e la moglie crede che lo stia visitando,1
3911,SPYCAM - Dad wake up step-daughter to fuck her again,1
27033,my head iss bangingg ,0
23542,halfway in my logs.. ,0
4429,"couldn't sleep, up all night, i will regret this when i get home from work ",0
23839,emoltzen Spent my tax refund on catching up on my CCs.  I was really wanting some new shoes!,0
20034,Off to get some nap. Haven't slept much lately ,0
11070,"is trying to catch a wounded bird outdoor, but he's even too fast for me ",0
11544,Milf loves to fuck a hard black dick 4,1
13529,Step sister is jealous of brothers girlfriend so she gets dicked real good by him until she cant take anymore,1
366,"3 hot teen couples fuck on a sofa Lisa Musa, Faith, Angelina",1
2051,Real Amateur sex 03,1
24273,Andrea Is At Home Bored!! Has Got College Tommorow Bad Times Bad Times ,0
10789,"jrjallcorn thanks. a little bit better today, actually washed hair + got cleaned up. the burn still looks terrifyingly bad, though. ",0
4190,My MILF MOM Tries New Things,1
23374,"mad that my cable, dsl, are all out.  i guess this is what they mean my three in one.  now i have to sit here and wait for a technician ",0
1780,indiblogger  do i neeI dotn get any comments and suggestions ,0
20837,"wants to go to Carins for a holiday before going back to dreaded uni, but might not, cause i might not have the cash for it.  ",0
15518,"I got bored so I slept, now I'm a little sad. ",0
21098,"ugh, i have like a permanent headache! i want to go ice skating tomorrow but apparently its closed! GAYYY i dont want holidays to end ",0
26961,thebishopoftwit no! did u post that earlier?? it's beautiful! can see why you're missing it ,0
2199,"vindiekins Aww, you're leaving me?  Just was hoping for input -- I have avatars in the RP thread on MTP. Torn on personality...",0
28210,glennishamorgan i know haha i just haven't been feelin it lately and nothing to tweet about anymore ,0
5299,Amateur slavery with hot girls,1
22635,"supposed to rain today   Still, will be a good day to curl up w/a book!!",0
11080,Bisex boyfriend,1
17584,if freaking the fuck out! way to many assignments due!!! ,0
7061,smitlein Miss u smits!    It's a chilly one here today...brrr!,0
16641,Having some teaand hoping this cold will go away soon ,0
26286,Robocub I always wanted an iBook ... but no USB and no WiFi means I wouldn't actually use it. It would just sit on a desk somewhere. ,0
10452,"why am I so tired, I only walked around and stayed up a little later... feel like an old lady ",0
6899,Cual es el nombre de este hentai,1
991,Cuckholding british submissive in chokeplay,1
28811,Get ready to come back to school tomorrow ,0
10666,Bah! delayed another half hour.  weather conditions in SFO,0
10576,"Don't say no, puh-leaseeeeeeeee!!!! ",0
6435,"MooseMystique haven't seen it yet, we watch it on netflix once it come online. So well probably see it tomorrow. ",0
10522,is sitting in a coffee shop @ the strip in Ttown watching it rain! ,0
12595,Lezdom dyke ties up sub to the bed,1
11081,young legal bisex teens,1
21542,chesterbr  worked on my ff 3.0.8,0
6504,Oh joy... Work this Saturday  Glad I didnt make plans for Easter weekend.,0
23485,it seems twitter is having problems on people search ... i wanted to follow my sis but her name can't be found ... mine as well oh well ,0
4987,Phoenix165 California is what happens when you put a trickily worded Proposition in the hands of the electorate rather than the elected. ,0
6417,wake up late - check eat coco pops - check shower - check sit refreshing social networks - check cleaning and ironing -  booooo,0
14252,Leavin for shauns. fuck grandparents get around slow. text me or tweet me. @Ariannagrace321 you stopped textin me ,0
11869,"i was getting like 10 followers a day on old username, now its 1 a day if im lucky  I cant find anyone with my interests &gt;.&lt;",0
8148,Curvy Teenie Was Changing Before Her Workout Fuck,1
17961,epiphanygirl lol Chrisette I wish I was at the club but I am at work ,0
3002,Veronica Leal assfucked & DP'ed by 4 BBC SZ2303,1
1427,Compilation of free asian porn videos with teen girls getting fucked in amateur style uploaded to AsianTeenGFs.com,1
23412,totally lost the studying mood. totally cannot get down to work. hai. ,0
7818,sexy chubby ass,1
12053,Gahhh I am so tired. And I cant get a hold of my parents ,0
29847,"mwtsnx I saw the new HP trailer, looks amazing. I'm going to london this summer but I can't afford to stay an extra week to see it there ",0
28601,somebody talk ,0
17676,acrobandit I WILL SHARE WHEN I'M BACK FROM WORK. Sorry. ,0
24095,i can't wait to go to fontana this coming weekend! though i'm feeling a little scared because i already have summer classes by then. ,0
4117,Buttsex for Beginners (pegging his ass and huge cumshot),1
4444,I thought i'd managed to dodge the cold going around work but woke up this morning feeling like i'd swallowed a cheese grater ,0
27505,Perfect weather to sit on the patio with a glass of red but no one around to join me ,0
9695,"sstaver No, it is not fun. ",0
17531,No sleep. Nothing is closing my eyes. ,0
12292,Big titted bar owner fucks with a customer,1
4235,He deceived me that he is taking me to his house but ended up fucking in the local bush,1
5867,Amateur Sex Tape-amateur-vids 1509391,1
1349,Petite legal age teenagers porn free,1
13511,Heading to work from babysitting since 8am gahhh so tired ,0
11548,White Milf Needs the Black Dick 12,1
10628,Brown Teen Lavish Syles with Big Bouncing Tits Fuck Hard bei Agent at Porn Casting,1
28709,ok guys I am NOT feeling.my ear infection has got worse and I dont want togo to the ER to wait 5 hours with 2 kids?   but I cant swollow,0
16437,wish my friends were on twitter ,0
29416,I am so sore!  hope the weather is nice Monday evening so we can go to the park and walk a few miles.,0
12770,BANGBROS - Interracial Fuck Sesh On Monsters Of Cock With Big Booty Babe Lela Star,1
24618,"im well ill at the moment  and i really miss chris aswell, so im gunna go to bed and watch sex and the city like i always do xo",0
11051,Anal fuck for bi-male,1
728,Can't sleep again ,0
109,laying in bed with no voice.. ,0
12492,Tifferz1517 My mom is making me go because my Brother wants to see his grandma. I dont even like her than much ,0
6182,Wild pussy pleasuring for women,1
19597,#F1 #FelipeBaby That ruins the 'how many spins' sweepstake ,0
9374,Na praia de nudismo mulher fica exitada com o grande pau preto do negão,1
21892,play4smee me too...   But they'll be back...,0
1145,Hot MILF neighbor Silvia Saige bangs with her lover,1
4796,"allaboutenergy Do you happen to have this song in your collection? http://www.amazon.com/I-Am/dp/B001CQ6578   I cannot buy it, USA only ",0
8845,thomas_mathews  It doesn't matter. NO ONE DID IT.  Starbucks Grande Vanilla Latte was my BFF today.,0
6292,Teen beauty fur pie porn,1
11212,#BlackPussyMatters,1
25981,Working a double shift today  but A.J. is coming back! Yippie! Come see me at work!,0
14246,Just got back from the Celtics playoff game.  Worked the gate giving away free Championship towels to all.  Such fun!  Celtics lost ,0
6693,"hurryUPnBUY lol, I had such a long day yesterday. Now I'm back on my grind and gotta play catch up ",0
10704,Sexy HotWife Anikka Albrite Gets Fucked By BBC While Cuckold WatchingWatching,1
6178,Brazzers legal age teenager porn,1
7248,Let the whole world wait scene 2,1
7466,Group tasting of oriental babe's body,1
28380,"tiffanyific  want to talk about it? as we tan, of course",0
6431,"Premium College Anal #2 Kristina Rose, Jynx Maze, Adriana Chechik, Marley Brinx",1
28068,gisher i miss talking to you... ,0
2324,"goodnight nobody, since i have no followers nobody can see me say this ",0
15667,"Nupe2001 awww, what's wrong now?? ",0
13575,Gaids gaids gaids! I've forgotten my charger so no phone until I get home once my battery dies ,0
1723,Group sex of real amateurs under the sun,1
11984,Got work again now ,0
26374,I dreamed of dog training last night... Don't even have a dog right now ,0
13170,NEGRA DA BUNDA GRANDE CONVIDA UM MACHO DOTADO PARA FODER SEU CU,1
7374,is soo bored and really wants to go to nottingham ,0
750,(romi rain) Cute Lovely Cheating Wife Banged Hardcore On Cam mov-26,1
667,Marsha Jordan In An Adult Love Story for Adults Only,1
1185,"jon8737 that just totally made my night, LMAO. They were like screaming at me and I couldn't focus on the 900 mph song ",0
16993,folding washing - lots of it ,0
27071,watching halloween town on disney channel with brittany. haha. school tomorow.  not exactly my cup of tea! haha. sort of inside joke. xD..,0
10628,On my way 2 work. Raining here in k.c  guess my k.c twiggs know that. Lol 8 days till I'm 30 wtf!,0
16346,"you know who gets under my skin? Camilla Belle, that's who... ",0
25081,janelowe same old same old been asleep and then woke up struggling to go back to sleep ,0
27808,One of my favourite trees has been butchered by some evil gardeners... ,0
1775,contemplated going out for a post-midnight walk but still have piles of work to get through ,0
3477,"edbehrens 'Thanks for all the good luck! Alas, I wasn't good enough  don't really want to explain but thanks for everything I &lt;3 you all'",0
11916,hes gonna break up with me ((((  ,0
13108,AshleyBeth89 no! everytime i wanted too...i couldn't...i wanna go..i didnt tell you this...I might go to live in Peru this year! ,0
9231,Brazzers - Anya Ivy gets fucked in the shower,1
849,African royalty shows her pussy,1
20663,I don't know how much longer I can hold down having two jobs.... This is killing me ,0
29266,Mega bored... Somebody save me. ,0
15356,2 days of rain in Xian.   Off to go visit the Terracotta Warriors then overnight train to Pingyao,0
